research_phase,window_id,topic_instance_id,adjudication_status,human_decision,effective_name,effective_description,effective_path_l1,effective_path_l2,effective_path_l3,effective_taxonomy_path,qualification,effective_message_count,message_share,evidence_message_count,evidence_message_ids,source_name,source_taxonomy_path
B,S1000-0111,STI-2991b6caa2bd6bae647e,accepted,agree,询问小崔转述的评价与道歉,王思彤说明小崔已道歉，并询问对方具体如何评价自己。,人际关系与社交,人际关系与身份,同伴关系与互动,人际关系与社交 > 人际关系与身份 > 同伴关系与互动,standard,6,0.06,6,1091587109|1091587111|1091587113|1091587117|1091587133|1091587135,询问小崔转述的评价与道歉,人际关系与社交 > 人际关系与身份 > 同伴关系与互动
B,S1000-0111,STI-394d5f9c4a061a269673,accepted,agree,消息被屏蔽及分段发送,双方讨论一段消息为何被屏蔽，并以分段方式发送内容。,数字平台与技术,课堂工具与数字媒体,在线课堂工具使用,数字平台与技术 > 课堂工具与数字媒体 > 在线课堂工具使用,standard,12,0.12,12,1092910375|1092910377|1092910379|1092910381|1092910383|1092910385|1092910387|1092910389|1092910391|1092910393|1092910395|1092910397,消息被屏蔽及分段发送,数字平台与技术 > 课堂工具与数字媒体 > 在线课堂工具使用
B,S1000-0111,STI-44f9fa067d2d27a6f977,accepted,agree,确认FC E考试是否通过及分数,双方讨论王思彤是否通过FC E及其分数。,学习与学业内容,学习任务与评价,测评与考试反馈,学习与学业内容 > 学习任务与评价 > 测评与考试反馈,standard,13,0.13,13,1092910283|1092910285|1092910289|1092910291|1092910293|1092910295|1092910297|1092910299|1092910313|1092910315|1092910319|1092910321|1092910325,确认FC E考试是否通过及分数,学习与学业内容 > 学习任务与评价 > 测评与考试反馈
B,S1000-0111,STI-56e2013ddbfe9d33f7fc,accepted,agree,荟聚见面时间,王思彤询问对方是否去过西红门荟聚，并提到周四下午无课。,,,,,short_candidate,4,0.04,4,1092910403|1092910405|1092910407|1092910409,荟聚见面时间,
B,S1000-0111,STI-a3b6a852149980a6e85b,accepted,agree,约定通话时间,双方就次日上午是否可以通话进行确认。,数字平台与技术,账号与在线社群,在线联络与联系人,数字平台与技术 > 账号与在线社群 > 在线联络与联系人,standard,6,0.06,6,1091587141|1091587143|1091587145|1091587153|1091587155|1091587161,约定通话时间,数字平台与技术 > 账号与在线社群 > 在线联络与联系人
B,S1000-0111,STI-f03a928dc1b5500a276b,accepted,agree,教室语音听取问题,双方讨论为何无法听到教室中的语音发言。,,,,,short_candidate,3,0.03,3,1092910411|1092910413|1092910415,教室语音听取问题,
B,S1000-0112,STI-1522a4b7b9c401bd9d37,accepted,agree,布置、完成与评价作业,班主任布置简单作业，学生完成后获得回复、评价和惊喜提示。,学习与学业内容,学习任务与评价,作业与练习,学习与学业内容 > 学习任务与评价 > 作业与练习,standard,10,0.1,10,1096678199|1096678201|1096678207|1096678209|1096678211|1096678217|1096678219|1096678221|1096678223|1096678229,布置、完成与评价作业,学习与学业内容 > 学习任务与评价 > 作业与练习
B,S1000-0112,STI-7117adee742a391b4ebd,accepted,agree,询问返程位置及回家时间,双方多次询问对方在地铁或公交中的位置及何时回来。,日常生活与健康,环境与出行,旅行与地点经历,日常生活与健康 > 环境与出行 > 旅行与地点经历,standard,10,0.1,10,1096678225|1096678227|1096678233|1096678237|1096678239|1096678289|1096678291|1097716499|1097716591|1098642127,询问返程位置及回家时间,日常生活与健康 > 环境与出行 > 旅行与地点经历
B,S1000-0112,STI-c91485746ec7c5f3ab33,accepted,agree,与父母沟通中的否定与学习催促,双方讨论父母的否定性说话方式、指挥行为及学习催促。,人际关系与社交,人际关系与身份,家庭与亲属关系,人际关系与社交 > 人际关系与身份 > 家庭与亲属关系,standard,25,0.25,25,1096678245|1096678249|1096678255|1096678257|1096678259|1096678261|1096678263|1096678265|1096678267|1096678269|1096678271|1096678273|1096678275|1096678277|1096678279|1096678283|1096678287|1096678297|1096678299|1097716513|1097716515|1097716519|1097716523|1097716529|1097716533,与父母沟通中的否定与学习催促,人际关系与社交 > 人际关系与身份 > 家庭与亲属关系
B,S1000-0112,STI-dace32bbaedcb5b64255,accepted,agree,讨论verty相关负面评价与PC猫模板,双方讨论针对verty及其他角色的负面评价，并展示PC猫相关模板和提示。,特殊内容主题,敏感与未见内容,其他/待细分主题,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题,standard,22,0.22,22,1097716543|1097716545|1097716547|1097716549|1097716551|1097716553|1097716555|1097716559|1097716561|1097716563|1097716565|1097716567|1097716569|1097716571|1097716573|1097716575|1097716577|1097716579|1097716583|1097716585|1097716587|1097716589,讨论verty相关负面评价与PC猫模板,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题
B,S1000-0113,STI-100fe54c75deb4ecace9,accepted,agree,安排一起吃饭及取消原因,双方尝试安排单独吃饭，后因家庭聚餐安排取消，并讨论日后共进晚餐。,人际关系与社交,社交活动与日常互动,社交活动与见面,人际关系与社交 > 社交活动与日常互动 > 社交活动与见面,standard,29,0.29,29,1101249693|1101249695|1101249697|1101249705|1101249707|1101249709|1101249711|1101249719|1102517763|1102517765|1102517767|1102517769|1102517829|1102517831|1102517833|1102517835|1102517837|1102517839|1102517843|1102517845|1102517847|1102517849|1102517851|1102517853|1102517855|1102517859|1102517865|1102517869|1102517871,安排一起吃饭及取消原因,人际关系与社交 > 社交活动与日常互动 > 社交活动与见面
B,S1000-0113,STI-27c498f076100f47d9d6,accepted,agree,桨板活动与动作方式,LQX计划去玩桨板，并分享练习过程及站、坐、跪等动作方式。,娱乐与创作,娱乐作品与活动,体育与互动活动,娱乐与创作 > 娱乐作品与活动 > 体育与互动活动,standard,17,0.17,17,1101249663|1101249665|1101249667|1101249669|1102517785|1102517787|1102517789|1102517791|1102517811|1102517813|1102517815|1102517817|1102517819|1102517821|1102517823|1102517825|1102517827,桨板活动与动作方式,娱乐与创作 > 娱乐作品与活动 > 体育与互动活动
B,S1000-0113,STI-a100c0e478ae01d71d73,accepted,agree,联系不上对方后的安全担忧,LQX因暂时联系不上对方而担心其安全，后得知对方电脑没电且没有充电线。,数字平台与技术,账号与在线社群,在线联络与联系人,数字平台与技术 > 账号与在线社群 > 在线联络与联系人,standard,12,0.12,12,1102517771|1102517773|1102517775|1102517781|1102517783|1102517797|1102517799|1102517801|1102517803|1102517805|1102517807|1102517809,联系不上对方后的安全担忧,数字平台与技术 > 账号与在线社群 > 在线联络与联系人
B,S1000-0113,STI-a1f63588179f2c6369fb,corrected,problem,日常闲聊：骑车看手机险些碰撞及注意安全,LQX讲述骑车看手机时险些碰撞，班主任提醒其注意路况。,人际关系与社交,社交活动与日常互动,轻松闲聊与玩笑,人际关系与社交 > 社交活动与日常互动 > 轻松闲聊与玩笑,standard,13,0.13,13,1101249651|1101249653|1101249655|1101249657|1101249659|1101249661|1101249673|1101249675|1101249677|1101249679|1101249681|1101249683|1101249685,骑车看手机险些碰撞及安全提醒,金融与公共信息 > 金融与公共议题 > 安全、法律与风险
B,S1000-0114,STI-2d4522241f1c2e95a378,accepted,agree,调整课程时间与迟到安排,家长、教师和HR多次协调课程改期或改时，包括赶路迟到、发烧和在医院等情况。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,49,0.49,49,1090012343|1090012345|1090012349|1090012351|1090012357|1090012359|1090012361|1090012363|1090012367|1090012369|1090012371|1090012373|1090012375|1090012377|1090012379|1090012381|1090012383|1090012385|1090012393|1091300715|1091300717|1091300719|1091300721|1091300723|1091300725|1091300729|1091300731|1091300733|1091300735|1091300737|1091300739|1091300741|1091300745|1091300747|1091300749|1091300751|1091300753|1096496387|1096496389|1096496393|1096496395|1096496397|1096496401|1096496403|1096496407|1096496409|1096496411|1096496413|1096496415,调整课程时间与迟到安排,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
B,S1000-0114,STI-4b053949eb2f9dc847c4,accepted,agree,剑桥少儿英语考试与A1 Movers备考,家长和教师确定以A1 Movers为尝试方向，并讨论使用教材和配套练习。,学习与学业内容,学习任务与评价,测评与考试反馈,学习与学业内容 > 学习任务与评价 > 测评与考试反馈,standard,10,0.1,10,1081681771|1081681779|1081681781|1084169343|1087945793|1087945797|1087945799|1087945801|1087945803|1089019189,剑桥少儿英语考试与A1 Movers备考,学习与学业内容 > 学习任务与评价 > 测评与考试反馈
B,S1000-0114,STI-a4f505041fa157202df7,accepted,agree,学生英语课堂表现与口语学习,家长与教师交流学生的英语课堂表现、理解情况、口语输出和课后复习。,学习与学业内容,学习任务与评价,学习表现与反馈,学习与学业内容 > 学习任务与评价 > 学习表现与反馈,standard,15,0.15,15,1081681771|1081681773|1081681775|1081681777|1081681779|1081681781|1082889971|1082889975|1084169339|1084169341|1086700405|1086700407|1086700409|1087945791|1087945795,学生英语课堂表现与口语学习,学习与学业内容 > 学习任务与评价 > 学习表现与反馈
B,S1000-0114,STI-b5cc627a56ef8ca3f76c,accepted,agree,Power Up 2教材适配性,家长与教师评估学生是否适合Power Up 2，并决定先继续使用并观察理解与兴趣。,教学与课程内容,教学材料与实施,教材与材料选择,教学与课程内容 > 教学材料与实施 > 教材与材料选择,standard,15,0.15,15,1082889961|1082889963|1082889967|1082889971|1082889973|1082889975|1082889977|1084169343|1087945799|1087945801|1091300755|1091300757|1092608085|1092608087|1092608089,Power Up 2教材适配性,教学与课程内容 > 教学材料与实施 > 教材与材料选择
B,S1000-0115,STI-59400074ea146030fffc,accepted,agree,奥特曼卡片与手办收藏,群成员交流童年奥特曼卡片经历，以及奥特曼手办的购买、价格和可玩性。,娱乐与创作,创作与角色文化,收藏与形象物品,娱乐与创作 > 创作与角色文化 > 收藏与形象物品,standard,12,0.12,12,1084258347|1084258361|1084258411|1084258413|1084258425|1084258427|1084258429|1084258433|1084258435|1084258437|1084258443|1084258447,奥特曼卡片与手办收藏,娱乐与创作 > 创作与角色文化 > 收藏与形象物品
B,S1000-0115,STI-6ff0fefa8557d73938ff,accepted,agree,好友列表消失与账号变更,群成员讨论好友列表中找不到对方，后得知对方账号被封且可能发生账号变更。,数字平台与技术,账号与在线社群,在线联络与联系人,数字平台与技术 > 账号与在线社群 > 在线联络与联系人,standard,10,0.1,10,1084258367|1084258369|1084258373|1084258375|1084258377|1084258381|1084258383|1084258385|1084258389|1084258391,好友列表消失与账号变更,数字平台与技术 > 账号与在线社群 > 在线联络与联系人
B,S1000-0115,STI-7938895105c3173b7363,accepted,agree,群内表情发送限制,群成员讨论表情发送是否会被禁言，班主任说明部分表情不能发送并确认其他表情可用。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,16,0.16,16,1084258295|1084258301|1084258311|1084258315|1084258319|1084258341|1084258353|1084258357|1084258359|1084258363|1084258379|1084258387|1084258399|1084258403|1084258405|1084258407,群内表情发送限制,数字平台与技术 > 账号与在线社群 > 群组与社群设置
B,S1000-0115,STI-be5ec43fd76eb291b90a,accepted,agree,邀请加入奥特曼主题班级,班主任发布加入“喜欢奥特曼的进”班级的邀请、班级号和加入方式。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,special_business,2,0.02,2,1084258249|1084258275,邀请加入奥特曼主题班级,数字平台与技术 > 账号与在线社群 > 群组与社群设置
B,S1000-0115,STI-d267bdf2a118fb81946d,accepted,agree,无法参加中考的提问,一名学生询问无法参加中考怎么办，并说明自己已经考过。,,,,,short_candidate,3,0.03,3,1084258345|1084258349|1084258351,无法参加中考的提问,
B,S1000-0116,STI-454d4acbab141e62f2bb,accepted,agree,北京升旗观看经历,成员分享在北京观看升旗时的早起、排队和拍摄经历，其他成员询问现场情况。,日常生活与健康,环境与出行,旅行与地点经历,日常生活与健康 > 环境与出行 > 旅行与地点经历,standard,8,0.08,8,1099968055|1099968057|1101260703|1101260705|1101260707|1101260709|1103926481|1103926483,北京升旗观看经历,日常生活与健康 > 环境与出行 > 旅行与地点经历
B,S1000-0116,STI-78c6fab208532a1b804e,accepted,agree,下学期住宿安排,成员询问下学期是否继续住宿，并表达希望走读。,,,,,short_candidate,4,0.04,4,1102575479|1103926447|1103926489|1103926491,下学期住宿安排,
B,S1000-0116,STI-fe559c36c37b591a2e71,accepted,agree,演唱会体验与现场视频分享,成员分享演唱会现场视频、签名互动、票价与座位体验，并讨论歌手现场演唱表现。,娱乐与创作,娱乐作品与活动,音乐与偶像文化,娱乐与创作 > 娱乐作品与活动 > 音乐与偶像文化,standard,38,0.38,38,1095420895|1095420897|1096690481|1096690493|1096690495|1096690497|1096690499|1096690503|1096690505|1096690507|1099968027|1099968029|1099968031|1099968033|1099968037|1099968039|1099968041|1099968043|1099968045|1099968047|1099968049|1099968051|1099968053|1101260683|1101260685|1101260691|1101260693|1101260695|1101260699|1101260701|1103926457|1103926461|1103926465|1103926467|1103926469|1103926475|1103926477|1103926479,演唱会体验与现场视频分享,娱乐与创作 > 娱乐作品与活动 > 音乐与偶像文化
B,S1000-0117,STI-4f9e998ed52c12b311d3,accepted,agree,学生作业提交与教师反馈,家长提交学生阅读和作文作业，教师给出字迹、内容丰富和作业完成情况等反馈。,学习与学业内容,学习任务与评价,作业与练习,学习与学业内容 > 学习任务与评价 > 作业与练习,standard,33,0.33,33,1080420887|1080420903|1080420905|1081428695|1081428707|1082567397|1082567399|1082567401|1082567403|1082567421|1082567423|1082567425|1082567427|1082567429|1082567431|1082567433|1082567435|1083856449|1083856451|1083856453|1083856463|1083856465|1085140119|1085140121|1085140129|1085140131|1085140133|1085140135|1086427133|1086427139|1086427141|1086427143|1087676617,学生作业提交与教师反馈,学习与学业内容 > 学习任务与评价 > 作业与练习
B,S1000-0117,STI-a3bc1e94246141f8101c,accepted,agree,语文课程排期、教材与课堂内容沟通,家长与教师沟通语文课的时间、文言文和作文等授课内容、教材资料及录屏安排。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,61,0.61,61,1080420873|1080420875|1080420877|1080420879|1080420881|1080420883|1080420885|1080420889|1080420891|1080420893|1080420895|1080420897|1080420899|1080420901|1081428697|1081428699|1081428701|1081428703|1081428705|1081428709|1081428711|1081428713|1081428715|1081428717|1081428721|1082567383|1082567385|1082567387|1082567389|1082567405|1082567407|1082567409|1082567411|1082567413|1082567415|1082567417|1082567437|1083856439|1083856441|1083856443|1083856445|1083856447|1083856455|1083856457|1083856459|1083856461|1085140123|1085140125|1085140127|1086427125|1086427127|1086427129|1086427135|1086427137|1086427145|1087676605|1087676607|1087676609|1087676611|1087676613|1087676615,语文课程排期、教材与课堂内容沟通,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
B,S1000-0118,STI-26af52dfaf2088efd8c7,accepted,agree,英语语法、词汇与课本练习讲解,课堂记录讲解英语语法规则、词汇含义和发音，并完成多项课本练习。,学习与学业内容,学科与技能学习,英语语言学习,学习与学业内容 > 学科与技能学习 > 英语语言学习,standard,100,1,100,1080449569|1080449571|1080449573|1080449575|1080449577|1080449579|1080449581|1080449583|1080449585|1080449587|1080449589|1082608209|1082608211|1082608213|1082608215|1082608217|1082608219|1083898887|1083898889|1083898891|1083898893|1083898895|1085186439|1085186441|1085186443|1085186445|1085186447|1085186449|1085186451|1085186453|1085186455|1085186457|1085186459|1086468379|1086468381|1086468383|1086468385|1086468387|1086468389|1086468391|1086468393|1086468395|1086468397|1086468399|1087716571|1087716573|1087716575|1091080123|1091080125|1091080127|1091080129|1091080131|1091080133|1091080135|1091080137|1091080139|1091080141|1091080143|1091080145|1091080147|1091080149|1092384299|1092384301|1092384303|1092384305|1092384307|1092384309|1092384311|1092384313|1092384315|1092384317|1092384319|1092384321|1095016103|1095016105|1095016107|1095016109|1095016111|1095016113|1095016115|1096298813|1096298815|1096298817|1096298819|1096298821|1096298823|1096298825|1099587371|1099587373|1099587375|1099587377|1099587379|1099587381|1099587383|1104840675|1104840677|1107088047|1107088049|1107088051|1107088053,英语语法、词汇与课本练习讲解,学习与学业内容 > 学科与技能学习 > 英语语言学习
B,S1000-0119,STI-2c4a01002e7d2ebf64bd,accepted,agree,行情区间与交易策略讨论,发言者讨论行情高开、压力位和支撑位，并提示按区间震荡、止损和止盈思路操作。,金融与公共信息,金融与公共议题,金融市场与交易,金融与公共信息 > 金融与公共议题 > 金融市场与交易,standard,18,0.18,18,1080474613|1080474615|1080474617|1080474619|1080474621|1080474623|1080474625|1080474647|1081475983|1081475985|1081475987|1081475991|1081475993|1082636509|1082636511|1082636517|1082636519|1082636521,行情区间与交易策略讨论,金融与公共信息 > 金融与公共议题 > 金融市场与交易
B,S1000-0119,STI-718448a4e5f9fb2403fc,accepted,agree,迁移至新群并退出旧群,发言者要求成员进入新群，保持昵称与时间备注一致，并从已废弃的旧群退出。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,47,0.47,47,1082636523|1082636525|1082636527|1082636529|1082636531|1082636533|1082636535|1082636539|1082636541|1082636543|1082636545|1082636547|1082636549|1082636551|1082636555|1082636557|1082636559|1082636561|1082636563|1082636565|1082636567|1082636573|1082636575|1082636577|1082636579|1082636581|1082636583|1082636585|1082636587|1082636589|1082636591|1082636593|1082636595|1082636597|1082636599|1082636601|1082636603|1082636605|1082636607|1082636609|1082636611|1082636613|1082636615|1082636617|1082636619|1082636621|1082636623,迁移至新群并退出旧群,数字平台与技术 > 账号与在线社群 > 群组与社群设置
B,S1000-0119,STI-a90fd63334cabeadae40,accepted,agree,周末直播与文章群参与安排,发言者通知周末直播时间，要求成员阅读文章后加入答疑群，并说明会议号获取方式。,人际关系与社交,社交活动与日常互动,社群互动与成员交流,人际关系与社交 > 社交活动与日常互动 > 社群互动与成员交流,standard,26,0.26,26,1080474627|1080474629|1080474631|1080474633|1080474635|1080474637|1080474639|1080474641|1080474643|1080474645|1080474647|1081475957|1081475959|1081475961|1081475963|1081475965|1081475973|1081475975|1081475977|1081475979|1081475981|1081475983|1081475987|1081475989|1082636513|1082636515,周末直播与文章群参与安排,人际关系与社交 > 社交活动与日常互动 > 社群互动与成员交流
B,S1000-0120,STI-2e8887c44249d707c1fd,accepted,agree,设备与网络导致的聊天中断,成员说明因低电量、手机和网络问题中断聊天，并讨论等待和改用笔记本继续联系。,数字平台与技术,数字技术与访问,连接与设备故障,数字平台与技术 > 数字技术与访问 > 连接与设备故障,standard,17,0.17,17,1083086831|1083086833|1083086837|1083086841|1083086851|1083086853|1083086855|1083086857|1083086859|1083086861|1083086863|1084394917|1084394921|1085695965|1091592551|1091592557|1091592567,设备与网络导致的聊天中断,数字平台与技术 > 数字技术与访问 > 连接与设备故障
B,S1000-0120,STI-4ad513cdb2490fdb68d1,accepted,agree,反复提出“make temp”请求,成员多次要求对方执行“make”或“make temp”操作。,特殊内容主题,敏感与未见内容,其他/待细分主题,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题,standard,15,0.15,15,1083086839|1083086847|1084394887|1084394889|1084394891|1084394893|1084394895|1084394897|1084394899|1084394913|1084394915|1085695969|1091592565|1091592599|1092919031,反复提出“make temp”请求,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题
B,S1000-0121,STI-0a9ff5fb82fbeb4bd9ec,accepted,agree,毛笔与书写用品,双方讨论在澳洲购买或携带毛笔，以及毛笔书写所用用品。,娱乐与创作,创作与角色文化,视觉与手作创作,娱乐与创作 > 创作与角色文化 > 视觉与手作创作,standard,10,0.1,10,1085611977|1085611979|1085611981|1085611983|1085611985|1085611987|1085611989|1085611991|1085611993|1085611995,毛笔与书写用品,娱乐与创作 > 创作与角色文化 > 视觉与手作创作
B,S1000-0121,STI-0dfd65b33d6f76d520db,accepted,agree,提交事项与截止日期,双方确认某项事项已在截止日期前后提交。,特殊内容主题,敏感与未见内容,其他/待细分主题,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题,standard,5,0.05,5,1079702387|1079702391|1079702393|1079702395|1079702397,提交事项与截止日期,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题
B,S1000-0121,STI-1c5dad1a83d5179dedf2,accepted,agree,台风影响航班,一方谈及台风期间航班备降和返航情况。,,,,,short_candidate,3,0.03,3,1089178787|1090176651|1090176653,台风影响航班,
B,S1000-0121,STI-30ee6d4978232d41f8d8,accepted,agree,物理课教室查询,一方询问物理课所在教室。,,,,,short_candidate,4,0.04,4,1090176655|1090176657|1090176659|1090176661,物理课教室查询,
B,S1000-0121,STI-3d6d1c91dafb975fc481,accepted,agree,豆包消息可用性,双方核实豆包是否能够发送消息。,数字平台与技术,数字技术与访问,应用与设备使用,数字平台与技术 > 数字技术与访问 > 应用与设备使用,standard,5,0.05,5,1085611997|1085611999|1085612001|1085612003|1085612005,豆包消息可用性,数字平台与技术 > 数字技术与访问 > 应用与设备使用
B,S1000-0121,STI-58e2afb7a7ec10ab6ac6,accepted,agree,比赛历史记录,双方讨论比赛前记录是否会被查询及其在网站上的呈现。,特殊内容主题,敏感与未见内容,其他/待细分主题,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题,standard,6,0.06,6,1099998653|1099998655|1099998657|1099998659|1099998661|1099998663,比赛历史记录,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题
B,S1000-0121,STI-866f30c3607afe9fc15d,accepted,agree,杭州出行见闻,双方谈及杭州地铁进站体验、交通卡及旅游。,日常生活与健康,环境与出行,旅行与地点经历,日常生活与健康 > 环境与出行 > 旅行与地点经历,standard,7,0.07,7,1098746395|1098746397|1098746399|1098746401|1099998639|1099998649|1099998651,杭州出行见闻,日常生活与健康 > 环境与出行 > 旅行与地点经历
B,S1000-0121,STI-e3bd316ce5f74dee5f72,accepted,agree,be bound for短语解释,双方解释英语短语be bound for表示开往的含义。,学习与学业内容,学科与技能学习,英语语言学习,学习与学业内容 > 学科与技能学习 > 英语语言学习,standard,5,0.05,5,1098746403|1099998641|1099998643|1099998645|1099998647,be bound for短语解释,学习与学业内容 > 学科与技能学习 > 英语语言学习
B,S1000-0121,STI-e72814f8bab5c077766d,accepted,agree,天象观测,一方介绍次日可见的天象及不同地区的观测条件。,,,,,short_candidate,3,0.03,3,1091505753|1091505755|1091505757,天象观测,
B,S1000-0121,STI-fe22a1250e53adb9536a,accepted,agree,上海地铁票价新闻,双方谈及上海地铁可能涨价及起步价。,,,,,short_candidate,3,0.03,3,1089178781|1089178783|1089178785,上海地铁票价新闻,
B,S1000-0122,STI-6e9a0fb4b88392be6407,accepted,agree,MBTI人格类型与测试,群成员交流MBTI类型、稀有度、含义及测试途径。,人际关系与社交,人际关系与身份,个人与同伴信息,人际关系与社交 > 人际关系与身份 > 个人与同伴信息,standard,45,0.45,45,1088052215|1088052217|1088052219|1088052221|1088052223|1088052225|1088052227|1088052229|1088052231|1088052233|1088052235|1088052237|1088052239|1088052241|1088052247|1088052249|1088052251|1088052253|1088052255|1088052257|1088052261|1088052263|1088052265|1088052267|1088052273|1088052283|1088052285|1088052287|1088052289|1088052291|1088052295|1088052297|1088052299|1088052301|1088052305|1088052307|1088052311|1088052313|1088052317|1088052319|1088052323|1088052325|1088052329|1088052331|1088052333,MBTI人格类型与测试,人际关系与社交 > 人际关系与身份 > 个人与同伴信息
B,S1000-0122,STI-af40f90ed6ad6a0167a1,accepted,agree,新群成员与社团来源,群成员讨论新群人数、成员关系及青碧社团。,人际关系与社交,社交活动与日常互动,社群互动与成员交流,人际关系与社交 > 社交活动与日常互动 > 社群互动与成员交流,standard,19,0.19,19,1088052161|1088052163|1088052165|1088052167|1088052171|1088052173|1088052177|1088052181|1088052183|1088052185|1088052189|1088052195|1088052199|1088052201|1088052203|1088052205|1088052207|1088052209|1088052211,新群成员与社团来源,人际关系与社交 > 社交活动与日常互动 > 社群互动与成员交流
B,S1000-0123,STI-11710ff9ba379507e3ca,accepted,agree,未进课堂学生联络,教师多次请求协助联络未进入课堂的学生，并确认其是否进入。,课程运营与服务,课程排期与出勤,到课与缺勤处理,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理,standard,50,0.5,50,1085293055|1085293057|1085293059|1085293061|1085293063|1087811465|1087811467|1088914199|1088914201|1088914203|1091179195|1091179197|1091179199|1092482913|1092482915|1092482917|1092482919|1092482921|1092482923|1092482925|1095111423|1095111425|1095111427|1095111439|1095111441|1095111443|1095111445|1095111447|1096386883|1099670319|1099670321|1099670323|1099670325|1099670327|1099670329|1102255499|1102255501|1102255503|1102255505|1103598373|1103598375|1103598377|1104920179|1104920181|1104920183|1109728135|1109728137|1109728139|1111060003|1111060005,未进课堂学生联络,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理
B,S1000-0123,STI-8fe34e95060400c81c66,accepted,agree,教材与课程进度确认,双方确认学生教材、课程内容、预约信息及后续进度。,教学与课程内容,教学材料与实施,教材与课程进度,教学与课程内容 > 教学材料与实施 > 教材与课程进度,standard,14,0.14,14,1084005137|1084005139|1084005143|1084005145|1084005147|1084005149|1084005151|1084005153|1084005155|1084005157|1084005159|1084005161|1084005163|1084005165,教材与课程进度确认,教学与课程内容 > 教学材料与实施 > 教材与课程进度
B,S1000-0123,STI-a26d1d872c8f1350c1ba,accepted,agree,教师授课时段与课程时间,双方确认教师可授课时段、请假后的关闭时间及个别课程开始时间。,课程运营与服务,课程排期与出勤,可用时段与排班,课程运营与服务 > 课程排期与出勤 > 可用时段与排班,standard,15,0.15,15,1087811461|1087811463|1087811469|1097515189|1097515191|1097515193|1097515195|1099670317|1099670331|1099670333|1099670335|1099670337|1112467881|1112467883|1112467885,教师授课时段与课程时间,课程运营与服务 > 课程排期与出勤 > 可用时段与排班
B,S1000-0123,STI-edfef61f6d5ff6e4c7fc,accepted,agree,学生课件查找与推荐,教师请求推荐和查找学生课件，管理员提供教材库及替代课件链接。,教学与课程内容,教学材料与实施,教学资料与课件,教学与课程内容 > 教学材料与实施 > 教学资料与课件,standard,15,0.15,15,1093806231|1093806233|1093806235|1093806237|1093806239|1093806241|1093806243|1093806245|1093806247|1095111417|1095111429|1095111431|1095111433|1095111435|1095111437,学生课件查找与推荐,教学与课程内容 > 教学材料与实施 > 教学资料与课件
B,S1000-0124,STI-0e03890c223a07ab155b,accepted,agree,会议ID有效期续期提醒,消息提醒定期检查并续期课堂会议ID，以避免中断。,,,,,short_candidate,1,0.01,1,1082781673,会议ID有效期续期提醒,
B,S1000-0124,STI-481e60ff60a5d03d1c58,accepted,agree,账户名不一致与学生识别,教师反映预约平台与ClassIn账户名不一致，导致学生识别和课程安排混乱。,数字平台与技术,账号与在线社群,账号与身份资料,数字平台与技术 > 账号与在线社群 > 账号与身份资料,standard,34,0.34,34,1082781607|1082781609|1082781611|1082781617|1082781619|1082781647|1082781649|1084071731|1084071733|1084071735|1084071737|1084071739|1084071741|1084071743|1084071745|1085355219|1085355221|1085355223|1086620319|1086620321|1086620323|1086620325|1086620327|1086620329|1086620331|1086620333|1086620335|1086620337|1086620339|1086620341|1086620343|1086620345|1086620347|1086620349,账户名不一致与学生识别,数字平台与技术 > 账号与在线社群 > 账号与身份资料
B,S1000-0124,STI-4862de604e0281a5915b,accepted,agree,迟到补课与后续课堂安排,双方说明迟到后补课不能占用下一节课时间，学生等待超过规定时间可取消课程。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,32,0.32,32,1082781613|1082781615|1082781621|1082781623|1082781625|1082781627|1082781629|1082781631|1082781633|1082781635|1082781637|1082781639|1082781641|1082781643|1082781645|1082781651|1082781653|1082781655|1082781657|1082781659|1082781661|1082781663|1082781665|1082781667|1082781669|1082781671|1082781675|1082781677|1082781679|1082781681|1082781683|1082781685,迟到补课与后续课堂安排,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
